# File: oem_prod.csv
# Title: oem production by country and sector
# Units: numbers
# Description: dummy
# Source: siam report to be changed
# Column types: cinnnnnnnnnnc
# ----------
iso,year,ICE Passenger vehicles,EV Passenger vehicles,ICE HCV,EV HCV,ICE LCV,EV LCV,3W,E 3W,E 2W,2W,unit_prod
fin,1981,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1981,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1981,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1981,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1981,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1981,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1981,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1981,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1981,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1981,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1981,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1981,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1981,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1981,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1981,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1981,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1981,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1981,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1981,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1981,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1981,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1981,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1981,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1981,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1981,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1981,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1981,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1981,0,0,0,0,0,0,0,0,0,0,vehicle
per,1981,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1981,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1981,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1981,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1981,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1981,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1981,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1981,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1981,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1981,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1981,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1981,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1981,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1981,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1981,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1981,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1981,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1981,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1981,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1981,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1981,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1981,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1981,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1981,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1982,0,0,0,0,0,0,0,0,0,0,vehicle
are,1982,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1982,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1982,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1982,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1982,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1982,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1982,0,0,0,0,0,0,0,0,0,0,vehicle
can,1982,0,0,0,0,0,0,0,0,0,0,vehicle
che,1982,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1982,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1982,0,0,0,0,0,0,0,0,0,0,vehicle
col,1982,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1982,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1982,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1982,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1982,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1982,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1982,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1982,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1982,0,0,0,0,0,0,0,0,0,0,vehicle
est,1982,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1982,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1982,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1982,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1982,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1982,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1982,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1982,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1982,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1982,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1982,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1982,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1982,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1982,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1982,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1982,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1982,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1982,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1982,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1982,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1982,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1982,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1982,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1982,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1982,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1982,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1982,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1982,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1982,0,0,0,0,0,0,0,0,0,0,vehicle
per,1982,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1982,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1982,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1982,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1982,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1982,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1982,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1982,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1982,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1982,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1982,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1982,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1982,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1982,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1982,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1982,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1982,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1982,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1982,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1982,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1982,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1982,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1982,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1982,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1982,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1983,0,0,0,0,0,0,0,0,0,0,vehicle
are,1983,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1983,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1983,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1983,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1983,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1983,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1983,0,0,0,0,0,0,0,0,0,0,vehicle
can,1983,0,0,0,0,0,0,0,0,0,0,vehicle
che,1983,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1983,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1983,0,0,0,0,0,0,0,0,0,0,vehicle
col,1983,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1983,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1983,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1983,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1983,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1983,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1983,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1983,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1983,0,0,0,0,0,0,0,0,0,0,vehicle
est,1983,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1983,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1983,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1983,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1983,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1983,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1983,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1983,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1983,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1983,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1983,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1983,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1983,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1983,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1983,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1983,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1983,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1983,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1983,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1983,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1983,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1983,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1983,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1983,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1983,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1983,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1983,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1983,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1983,0,0,0,0,0,0,0,0,0,0,vehicle
per,1983,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1983,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1983,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1983,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1983,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1983,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1983,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1983,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1983,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1983,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1983,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1983,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1983,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1983,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1983,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1983,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1983,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1983,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1983,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1983,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1983,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1983,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1983,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1983,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1983,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1984,0,0,0,0,0,0,0,0,0,0,vehicle
are,1984,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1984,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1984,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1984,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1984,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1984,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1984,0,0,0,0,0,0,0,0,0,0,vehicle
can,1984,0,0,0,0,0,0,0,0,0,0,vehicle
che,1984,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1984,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1984,0,0,0,0,0,0,0,0,0,0,vehicle
col,1984,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1984,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1984,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1984,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1984,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1984,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1984,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1984,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1984,0,0,0,0,0,0,0,0,0,0,vehicle
est,1984,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1984,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1984,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1984,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1984,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1984,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1984,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1984,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1984,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1984,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1984,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1984,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1984,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1984,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1984,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1984,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1984,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1984,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1984,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1984,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1984,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1984,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1984,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1984,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1984,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1984,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1984,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1984,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1984,0,0,0,0,0,0,0,0,0,0,vehicle
per,1984,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1984,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1984,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1984,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1984,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1984,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1984,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1984,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1984,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1984,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1984,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1984,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1984,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1984,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1984,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1984,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1984,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1984,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1984,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1984,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1984,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1984,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1984,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1984,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1984,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1985,0,0,0,0,0,0,0,0,0,0,vehicle
are,1985,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1985,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1985,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1985,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1985,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1985,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1985,0,0,0,0,0,0,0,0,0,0,vehicle
can,1985,0,0,0,0,0,0,0,0,0,0,vehicle
che,1985,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1985,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1985,0,0,0,0,0,0,0,0,0,0,vehicle
col,1985,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1985,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1985,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1985,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1985,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1985,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1985,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1985,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1985,0,0,0,0,0,0,0,0,0,0,vehicle
est,1985,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1985,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1985,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1985,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1985,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1985,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1985,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1985,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1985,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1985,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1985,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1985,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1985,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1985,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1985,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1985,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1985,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1985,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1985,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1985,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1985,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1985,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1985,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1985,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1985,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1985,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1985,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1985,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1985,0,0,0,0,0,0,0,0,0,0,vehicle
per,1985,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1985,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1985,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1985,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1985,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1985,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1985,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1985,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1985,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1985,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1985,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1985,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1985,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1985,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1985,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1985,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1985,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1985,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1985,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1985,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1985,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1985,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1985,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1985,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1985,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1986,0,0,0,0,0,0,0,0,0,0,vehicle
are,1986,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1986,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1986,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1986,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1986,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1986,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1986,0,0,0,0,0,0,0,0,0,0,vehicle
can,1986,0,0,0,0,0,0,0,0,0,0,vehicle
che,1986,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1986,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1986,0,0,0,0,0,0,0,0,0,0,vehicle
col,1986,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1986,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1986,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1986,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1986,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1986,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1986,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1986,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1986,0,0,0,0,0,0,0,0,0,0,vehicle
est,1986,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1986,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1986,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1986,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1986,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1986,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1986,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1986,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1986,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1986,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1986,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1986,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1986,0,0,0,0,0,0,0,0,0,0,vehicle
