# File: parts_prod.csv
# Title: parts production by country and sector
# Units: numbers
# Description: dummy
# Source:  to be changed
# Column types: cinnnnnnnc
# ----------
iso,year,Bodies,Chassi,Seat,Engine,Electrical equipment,others,Battery,unit_prod
lka,1985,0,0,0,0,0,0,0,number
lux,1985,0,0,0,0,0,0,0,number
lva,1985,0,0,0,0,0,0,0,number
mar,1985,0,0,0,0,0,0,0,number
mda,1985,0,0,0,0,0,0,0,number
mex,1985,0,0,0,0,0,0,0,number
mkd,1985,0,0,0,0,0,0,0,number
mmr,1985,0,0,0,0,0,0,0,number
mys,1985,0,0,0,0,0,0,0,number
nld,1985,0,0,0,0,0,0,0,number
nor,1985,0,0,0,0,0,0,0,number
nzl,1985,0,0,0,0,0,0,0,number
pak,1985,0,0,0,0,0,0,0,number
per,1985,0,0,0,0,0,0,0,number
phl,1985,0,0,0,0,0,0,0,number
pol,1985,0,0,0,0,0,0,0,number
prk,1985,0,0,0,0,0,0,0,number
prt,1985,0,0,0,0,0,0,0,number
pry,1985,0,0,0,0,0,0,0,number
qat,1985,0,0,0,0,0,0,0,number
rom,1985,0,0,0,0,0,0,0,number
rus,1985,0,0,0,0,0,0,0,number
sau,1985,0,0,0,0,0,0,0,number
sgp,1985,0,0,0,0,0,0,0,number
slv,1985,0,0,0,0,0,0,0,number
svk,1985,0,0,0,0,0,0,0,number
svn,1985,0,0,0,0,0,0,0,number
swe,1985,0,0,0,0,0,0,0,number
syr,1985,0,0,0,0,0,0,0,number
tha,1985,0,0,0,0,0,0,0,number
tto,1985,0,0,0,0,0,0,0,number
tun,1985,0,0,0,0,0,0,0,number
tur,1985,0,0,0,0,0,0,0,number
twn,1985,0,0,0,0,0,0,0,number
ukr,1985,0,0,0,0,0,0,0,number
ury,1985,0,0,0,0,0,0,0,number
usa,1985,0,0,0,0,0,0,0,number
uzb,1985,0,0,0,0,0,0,0,number
ven,1985,0,0,0,0,0,0,0,number
vnm,1985,0,0,0,0,0,0,0,number
zaf,1985,0,0,0,0,0,0,0,number
alb,1986,0,0,0,0,0,0,0,number
are,1986,0,0,0,0,0,0,0,number
arg,1986,0,0,0,0,0,0,0,number
aus,1986,0,0,0,0,0,0,0,number
aut,1986,0,0,0,0,0,0,0,number
bel,1986,0,0,0,0,0,0,0,number
bgr,1986,0,0,0,0,0,0,0,number
bih,1986,0,0,0,0,0,0,0,number
blr,1986,0,0,0,0,0,0,0,number
bra,1986,0,0,0,0,0,0,0,number
can,1986,0,0,0,0,0,0,0,number
che,1986,0,0,0,0,0,0,0,number
chl,1986,0,0,0,0,0,0,0,number
chn,1986,0,0,0,0,0,0,0,number
col,1986,0,0,0,0,0,0,0,number
cub,1986,0,0,0,0,0,0,0,number
cze,1986,0,0,0,0,0,0,0,number
deu,1986,0,0,0,0,0,0,0,number
dnk,1986,0,0,0,0,0,0,0,number
dom,1986,0,0,0,0,0,0,0,number
dza,1986,0,0,0,0,0,0,0,number
ecu,1986,0,0,0,0,0,0,0,number
egy,1986,0,0,0,0,0,0,0,number
esp,1986,0,0,0,0,0,0,0,number
est,1986,0,0,0,0,0,0,0,number
fin,1986,0,0,0,0,0,0,0,number
fra,1986,0,0,0,0,0,0,0,number
gbr,1986,0,0,0,0,0,0,0,number
gha,1986,0,0,0,0,0,0,0,number
grc,1986,0,0,0,0,0,0,0,number
gtm,1986,0,0,0,0,0,0,0,number
hrv,1986,0,0,0,0,0,0,0,number
hun,1986,0,0,0,0,0,0,0,number
idn,1986,0,0,0,0,0,0,0,number
ind,1986,0,0,0,0,0,0,0,number
irl,1986,0,0,0,0,0,0,0,number
irn,1986,0,0,0,0,0,0,0,number
isr,1986,0,0,0,0,0,0,0,number
ita,1986,0,0,0,0,0,0,0,number
jor,1986,0,0,0,0,0,0,0,number
jpn,1986,0,0,0,0,0,0,0,number
kaz,1986,0,0,0,0,0,0,0,number
ken,1986,0,0,0,0,0,0,0,number
kor,1986,0,0,0,0,0,0,0,number
lby,1986,0,0,0,0,0,0,0,number
lka,1986,0,0,0,0,0,0,0,number
lux,1986,0,0,0,0,0,0,0,number
lva,1986,0,0,0,0,0,0,0,number
mar,1986,0,0,0,0,0,0,0,number
mda,1986,0,0,0,0,0,0,0,number
mex,1986,0,0,0,0,0,0,0,number
mkd,1986,0,0,0,0,0,0,0,number
mmr,1986,0,0,0,0,0,0,0,number
mys,1986,0,0,0,0,0,0,0,number
nld,1986,0,0,0,0,0,0,0,number
nor,1986,0,0,0,0,0,0,0,number
nzl,1986,0,0,0,0,0,0,0,number
pak,1986,0,0,0,0,0,0,0,number
per,1986,0,0,0,0,0,0,0,number
phl,1986,0,0,0,0,0,0,0,number
pol,1986,0,0,0,0,0,0,0,number
prk,1986,0,0,0,0,0,0,0,number
prt,1986,0,0,0,0,0,0,0,number
pry,1986,0,0,0,0,0,0,0,number
qat,1986,0,0,0,0,0,0,0,number
rom,1986,0,0,0,0,0,0,0,number
rus,1986,0,0,0,0,0,0,0,number
sau,1986,0,0,0,0,0,0,0,number
sgp,1986,0,0,0,0,0,0,0,number
slv,1986,0,0,0,0,0,0,0,number
svk,1986,0,0,0,0,0,0,0,number
svn,1986,0,0,0,0,0,0,0,number
swe,1986,0,0,0,0,0,0,0,number
syr,1986,0,0,0,0,0,0,0,number
tha,1986,0,0,0,0,0,0,0,number
tto,1986,0,0,0,0,0,0,0,number
tun,1986,0,0,0,0,0,0,0,number
tur,1986,0,0,0,0,0,0,0,number
twn,1986,0,0,0,0,0,0,0,number
ukr,1986,0,0,0,0,0,0,0,number
ury,1986,0,0,0,0,0,0,0,number
usa,1986,0,0,0,0,0,0,0,number
uzb,1986,0,0,0,0,0,0,0,number
ven,1986,0,0,0,0,0,0,0,number
vnm,1986,0,0,0,0,0,0,0,number
zaf,1986,0,0,0,0,0,0,0,number
alb,1987,0,0,0,0,0,0,0,number
are,1987,0,0,0,0,0,0,0,number
arg,1987,0,0,0,0,0,0,0,number
aus,1987,0,0,0,0,0,0,0,number
aut,1987,0,0,0,0,0,0,0,number
bel,1987,0,0,0,0,0,0,0,number
bgr,1987,0,0,0,0,0,0,0,number
bih,1987,0,0,0,0,0,0,0,number
blr,1987,0,0,0,0,0,0,0,number
bra,1987,0,0,0,0,0,0,0,number
can,1987,0,0,0,0,0,0,0,number
che,1987,0,0,0,0,0,0,0,number
chl,1987,0,0,0,0,0,0,0,number
chn,1987,0,0,0,0,0,0,0,number
col,1987,0,0,0,0,0,0,0,number
cub,1987,0,0,0,0,0,0,0,number
cze,1987,0,0,0,0,0,0,0,number
deu,1987,0,0,0,0,0,0,0,number
dnk,1987,0,0,0,0,0,0,0,number
dom,1987,0,0,0,0,0,0,0,number
dza,1987,0,0,0,0,0,0,0,number
ecu,1987,0,0,0,0,0,0,0,number
egy,1987,0,0,0,0,0,0,0,number
esp,1987,0,0,0,0,0,0,0,number
est,1987,0,0,0,0,0,0,0,number
fin,1987,0,0,0,0,0,0,0,number
fra,1987,0,0,0,0,0,0,0,number
gbr,1987,0,0,0,0,0,0,0,number
gha,1987,0,0,0,0,0,0,0,number
grc,1987,0,0,0,0,0,0,0,number
gtm,1987,0,0,0,0,0,0,0,number
hrv,1987,0,0,0,0,0,0,0,number
hun,1987,0,0,0,0,0,0,0,number
idn,1987,0,0,0,0,0,0,0,number
ind,1987,0,0,0,0,0,0,0,number
irl,1987,0,0,0,0,0,0,0,number
irn,1987,0,0,0,0,0,0,0,number
isr,1987,0,0,0,0,0,0,0,number
ita,1987,0,0,0,0,0,0,0,number
jor,1987,0,0,0,0,0,0,0,number
jpn,1987,0,0,0,0,0,0,0,number
kaz,1987,0,0,0,0,0,0,0,number
ken,1987,0,0,0,0,0,0,0,number
kor,1987,0,0,0,0,0,0,0,number
lby,1987,0,0,0,0,0,0,0,number
lka,1987,0,0,0,0,0,0,0,number
lux,1987,0,0,0,0,0,0,0,number
lva,1987,0,0,0,0,0,0,0,number
mar,1987,0,0,0,0,0,0,0,number
mda,1987,0,0,0,0,0,0,0,number
mex,1987,0,0,0,0,0,0,0,number
mkd,1987,0,0,0,0,0,0,0,number
mmr,1987,0,0,0,0,0,0,0,number
mys,1987,0,0,0,0,0,0,0,number
nld,1987,0,0,0,0,0,0,0,number
nor,1987,0,0,0,0,0,0,0,number
nzl,1987,0,0,0,0,0,0,0,number
pak,1987,0,0,0,0,0,0,0,number
per,1987,0,0,0,0,0,0,0,number
phl,1987,0,0,0,0,0,0,0,number
pol,1987,0,0,0,0,0,0,0,number
prk,1987,0,0,0,0,0,0,0,number
prt,1987,0,0,0,0,0,0,0,number
pry,1987,0,0,0,0,0,0,0,number
qat,1987,0,0,0,0,0,0,0,number
rom,1987,0,0,0,0,0,0,0,number
rus,1987,0,0,0,0,0,0,0,number
sau,1987,0,0,0,0,0,0,0,number
sgp,1987,0,0,0,0,0,0,0,number
slv,1987,0,0,0,0,0,0,0,number
svk,1987,0,0,0,0,0,0,0,number
svn,1987,0,0,0,0,0,0,0,number
swe,1987,0,0,0,0,0,0,0,number
syr,1987,0,0,0,0,0,0,0,number
tha,1987,0,0,0,0,0,0,0,number
tto,1987,0,0,0,0,0,0,0,number
tun,1987,0,0,0,0,0,0,0,number
tur,1987,0,0,0,0,0,0,0,number
twn,1987,0,0,0,0,0,0,0,number
ukr,1987,0,0,0,0,0,0,0,number
ury,1987,0,0,0,0,0,0,0,number
usa,1987,0,0,0,0,0,0,0,number
uzb,1987,0,0,0,0,0,0,0,number
ven,1987,0,0,0,0,0,0,0,number
vnm,1987,0,0,0,0,0,0,0,number
zaf,1987,0,0,0,0,0,0,0,number
alb,1988,0,0,0,0,0,0,0,number
are,1988,0,0,0,0,0,0,0,number
arg,1988,0,0,0,0,0,0,0,number
aus,1988,0,0,0,0,0,0,0,number
aut,1988,0,0,0,0,0,0,0,number
bel,1988,0,0,0,0,0,0,0,number
bgr,1988,0,0,0,0,0,0,0,number
bih,1988,0,0,0,0,0,0,0,number
blr,1988,0,0,0,0,0,0,0,number
bra,1988,0,0,0,0,0,0,0,number
can,1988,0,0,0,0,0,0,0,number
che,1988,0,0,0,0,0,0,0,number
chl,1988,0,0,0,0,0,0,0,number
chn,1988,0,0,0,0,0,0,0,number
col,1988,0,0,0,0,0,0,0,number
cub,1988,0,0,0,0,0,0,0,number
cze,1988,0,0,0,0,0,0,0,number
deu,1988,0,0,0,0,0,0,0,number
dnk,1988,0,0,0,0,0,0,0,number
dom,1988,0,0,0,0,0,0,0,number
dza,1988,0,0,0,0,0,0,0,number
ecu,1988,0,0,0,0,0,0,0,number
egy,1988,0,0,0,0,0,0,0,number
esp,1988,0,0,0,0,0,0,0,number
est,1988,0,0,0,0,0,0,0,number
fin,1988,0,0,0,0,0,0,0,number
fra,1988,0,0,0,0,0,0,0,number
gbr,1988,0,0,0,0,0,0,0,number
gha,1988,0,0,0,0,0,0,0,number
grc,1988,0,0,0,0,0,0,0,number
gtm,1988,0,0,0,0,0,0,0,number
hrv,1988,0,0,0,0,0,0,0,number
hun,1988,0,0,0,0,0,0,0,number
idn,1988,0,0,0,0,0,0,0,number
ind,1988,0,0,0,0,0,0,0,number
irl,1988,0,0,0,0,0,0,0,number
irn,1988,0,0,0,0,0,0,0,number
isr,1988,0,0,0,0,0,0,0,number
ita,1988,0,0,0,0,0,0,0,number
jor,1988,0,0,0,0,0,0,0,number
jpn,1988,0,0,0,0,0,0,0,number
kaz,1988,0,0,0,0,0,0,0,number
ken,1988,0,0,0,0,0,0,0,number
kor,1988,0,0,0,0,0,0,0,number
lby,1988,0,0,0,0,0,0,0,number
lka,1988,0,0,0,0,0,0,0,number
lux,1988,0,0,0,0,0,0,0,number
lva,1988,0,0,0,0,0,0,0,number
mar,1988,0,0,0,0,0,0,0,number
mda,1988,0,0,0,0,0,0,0,number
mex,1988,0,0,0,0,0,0,0,number
mkd,1988,0,0,0,0,0,0,0,number
mmr,1988,0,0,0,0,0,0,0,number
mys,1988,0,0,0,0,0,0,0,number
nld,1988,0,0,0,0,0,0,0,number
nor,1988,0,0,0,0,0,0,0,number
nzl,1988,0,0,0,0,0,0,0,number
pak,1988,0,0,0,0,0,0,0,number
per,1988,0,0,0,0,0,0,0,number
phl,1988,0,0,0,0,0,0,0,number
pol,1988,0,0,0,0,0,0,0,number
prk,1988,0,0,0,0,0,0,0,number
prt,1988,0,0,0,0,0,0,0,number
pry,1988,0,0,0,0,0,0,0,number
qat,1988,0,0,0,0,0,0,0,number
rom,1988,0,0,0,0,0,0,0,number
rus,1988,0,0,0,0,0,0,0,number
sau,1988,0,0,0,0,0,0,0,number
sgp,1988,0,0,0,0,0,0,0,number
slv,1988,0,0,0,0,0,0,0,number
svk,1988,0,0,0,0,0,0,0,number
svn,1988,0,0,0,0,0,0,0,number
swe,1988,0,0,0,0,0,0,0,number
syr,1988,0,0,0,0,0,0,0,number
tha,1988,0,0,0,0,0,0,0,number
tto,1988,0,0,0,0,0,0,0,number
tun,1988,0,0,0,0,0,0,0,number
tur,1988,0,0,0,0,0,0,0,number
twn,1988,0,0,0,0,0,0,0,number
ukr,1988,0,0,0,0,0,0,0,number
ury,1988,0,0,0,0,0,0,0,number
usa,1988,0,0,0,0,0,0,0,number
uzb,1988,0,0,0,0,0,0,0,number
ven,1988,0,0,0,0,0,0,0,number
vnm,1988,0,0,0,0,0,0,0,number
zaf,1988,0,0,0,0,0,0,0,number
alb,1989,0,0,0,0,0,0,0,number
are,1989,0,0,0,0,0,0,0,number
arg,1989,0,0,0,0,0,0,0,number
aus,1989,0,0,0,0,0,0,0,number
aut,1989,0,0,0,0,0,0,0,number
bel,1989,0,0,0,0,0,0,0,number
bgr,1989,0,0,0,0,0,0,0,number
bih,1989,0,0,0,0,0,0,0,number
blr,1989,0,0,0,0,0,0,0,number
bra,1989,0,0,0,0,0,0,0,number
can,1989,0,0,0,0,0,0,0,number
che,1989,0,0,0,0,0,0,0,number
chl,1989,0,0,0,0,0,0,0,number
chn,1989,0,0,0,0,0,0,0,number
col,1989,0,0,0,0,0,0,0,number
cub,1989,0,0,0,0,0,0,0,number
cze,1989,0,0,0,0,0,0,0,number
deu,1989,0,0,0,0,0,0,0,number
dnk,1989,0,0,0,0,0,0,0,number
dom,1989,0,0,0,0,0,0,0,number
dza,1989,0,0,0,0,0,0,0,number
ecu,1989,0,0,0,0,0,0,0,number
egy,1989,0,0,0,0,0,0,0,number
esp,1989,0,0,0,0,0,0,0,number
est,1989,0,0,0,0,0,0,0,number
fin,1989,0,0,0,0,0,0,0,number
fra,1989,0,0,0,0,0,0,0,number
gbr,1989,0,0,0,0,0,0,0,number
gha,1989,0,0,0,0,0,0,0,number
grc,1989,0,0,0,0,0,0,0,number
gtm,1989,0,0,0,0,0,0,0,number
hrv,1989,0,0,0,0,0,0,0,number
hun,1989,0,0,0,0,0,0,0,number
idn,1989,0,0,0,0,0,0,0,number
ind,1989,0,0,0,0,0,0,0,number
irl,1989,0,0,0,0,0,0,0,number
irn,1989,0,0,0,0,0,0,0,number
isr,1989,0,0,0,0,0,0,0,number
ita,1989,0,0,0,0,0,0,0,number
jor,1989,0,0,0,0,0,0,0,number
jpn,1989,0,0,0,0,0,0,0,number
kaz,1989,0,0,0,0,0,0,0,number
ken,1989,0,0,0,0,0,0,0,number
kor,1989,0,0,0,0,0,0,0,number
lby,1989,0,0,0,0,0,0,0,number
lka,1989,0,0,0,0,0,0,0,number
lux,1989,0,0,0,0,0,0,0,number
lva,1989,0,0,0,0,0,0,0,number
mar,1989,0,0,0,0,0,0,0,number
mda,1989,0,0,0,0,0,0,0,number
mex,1989,0,0,0,0,0,0,0,number
mkd,1989,0,0,0,0,0,0,0,number
mmr,1989,0,0,0,0,0,0,0,number
mys,1989,0,0,0,0,0,0,0,number
nld,1989,0,0,0,0,0,0,0,number
nor,1989,0,0,0,0,0,0,0,number
nzl,1989,0,0,0,0,0,0,0,number
pak,1989,0,0,0,0,0,0,0,number
per,1989,0,0,0,0,0,0,0,number
phl,1989,0,0,0,0,0,0,0,number
pol,1989,0,0,0,0,0,0,0,number
prk,1989,0,0,0,0,0,0,0,number
prt,1989,0,0,0,0,0,0,0,number
pry,1989,0,0,0,0,0,0,0,number
qat,1989,0,0,0,0,0,0,0,number
rom,1989,0,0,0,0,0,0,0,number
rus,1989,0,0,0,0,0,0,0,number
sau,1989,0,0,0,0,0,0,0,number
sgp,1989,0,0,0,0,0,0,0,number
slv,1989,0,0,0,0,0,0,0,number
svk,1989,0,0,0,0,0,0,0,number
svn,1989,0,0,0,0,0,0,0,number
swe,1989,0,0,0,0,0,0,0,number
syr,1989,0,0,0,0,0,0,0,number
tha,1989,0,0,0,0,0,0,0,number
tto,1989,0,0,0,0,0,0,0,number
tun,1989,0,0,0,0,0,0,0,number
tur,1989,0,0,0,0,0,0,0,number
twn,1989,0,0,0,0,0,0,0,number
ukr,1989,0,0,0,0,0,0,0,number
ury,1989,0,0,0,0,0,0,0,number
usa,1989,0,0,0,0,0,0,0,number
uzb,1989,0,0,0,0,0,0,0,number
ven,1989,0,0,0,0,0,0,0,number
vnm,1989,0,0,0,0,0,0,0,number
zaf,1989,0,0,0,0,0,0,0,number
alb,1990,0,0,0,0,0,0,0,number
are,1990,0,0,0,0,0,0,0,number
arg,1990,0,0,0,0,0,0,0,number
aus,1990,0,0,0,0,0,0,0,number
aut,1990,0,0,0,0,0,0,0,number
bel,1990,0,0,0,0,0,0,0,number
bgr,1990,0,0,0,0,0,0,0,number
bih,1990,0,0,0,0,0,0,0,number
blr,1990,0,0,0,0,0,0,0,number
bra,1990,0,0,0,0,0,0,0,number
can,1990,0,0,0,0,0,0,0,number
che,1990,0,0,0,0,0,0,0,number
chl,1990,0,0,0,0,0,0,0,number
chn,1990,0,0,0,0,0,0,0,number
col,1990,0,0,0,0,0,0,0,number
cub,1990,0,0,0,0,0,0,0,number
cze,1990,0,0,0,0,0,0,0,number
deu,1990,0,0,0,0,0,0,0,number
dnk,1990,0,0,0,0,0,0,0,number
dom,1990,0,0,0,0,0,0,0,number
dza,1990,0,0,0,0,0,0,0,number
ecu,1990,0,0,0,0,0,0,0,number
egy,1990,0,0,0,0,0,0,0,number
esp,1990,0,0,0,0,0,0,0,number
est,1990,0,0,0,0,0,0,0,number
fin,1990,0,0,0,0,0,0,0,number
fra,1990,0,0,0,0,0,0,0,number
gbr,1990,0,0,0,0,0,0,0,number
gha,1990,0,0,0,0,0,0,0,number
grc,1990,0,0,0,0,0,0,0,number
gtm,1990,0,0,0,0,0,0,0,number
hrv,1990,0,0,0,0,0,0,0,number
hun,1990,0,0,0,0,0,0,0,number
idn,1990,0,0,0,0,0,0,0,number
ind,1990,0,0,0,0,0,0,0,number
irl,1990,0,0,0,0,0,0,0,number
irn,1990,0,0,0,0,0,0,0,number
isr,1990,0,0,0,0,0,0,0,number
ita,1990,0,0,0,0,0,0,0,number
jor,1990,0,0,0,0,0,0,0,number
jpn,1990,0,0,0,0,0,0,0,number
kaz,1990,0,0,0,0,0,0,0,number
ken,1990,0,0,0,0,0,0,0,number
kor,1990,0,0,0,0,0,0,0,number
lby,1990,0,0,0,0,0,0,0,number
lka,1990,0,0,0,0,0,0,0,number
lux,1990,0,0,0,0,0,0,0,number
lva,1990,0,0,0,0,0,0,0,number
mar,1990,0,0,0,0,0,0,0,number
mda,1990,0,0,0,0,0,0,0,number
mex,1990,0,0,0,0,0,0,0,number
mkd,1990,0,0,0,0,0,0,0,number
mmr,1990,0,0,0,0,0,0,0,number
mys,1990,0,0,0,0,0,0,0,number
nld,1990,0,0,0,0,0,0,0,number
nor,1990,0,0,0,0,0,0,0,number
nzl,1990,0,0,0,0,0,0,0,number
pak,1990,0,0,0,0,0,0,0,number
per,1990,0,0,0,0,0,0,0,number
phl,1990,0,0,0,0,0,0,0,number
pol,1990,0,0,0,0,0,0,0,number
prk,1990,0,0,0,0,0,0,0,number
prt,1990,0,0,0,0,0,0,0,number
pry,1990,0,0,0,0,0,0,0,number
qat,1990,0,0,0,0,0,0,0,number
rom,1990,0,0,0,0,0,0,0,number
rus,1990,0,0,0,0,0,0,0,number
sau,1990,0,0,0,0,0,0,0,number
sgp,1990,0,0,0,0,0,0,0,number
slv,1990,0,0,0,0,0,0,0,number
svk,1990,0,0,0,0,0,0,0,number
svn,1990,0,0,0,0,0,0,0,number
swe,1990,0,0,0,0,0,0,0,number
syr,1990,0,0,0,0,0,0,0,number
tha,1990,0,0,0,0,0,0,0,number
tto,1990,0,0,0,0,0,0,0,number
tun,1990,0,0,0,0,0,0,0,number
tur,1990,0,0,0,0,0,0,0,number
twn,1990,0,0,0,0,0,0,0,number
ukr,1990,0,0,0,0,0,0,0,number
ury,1990,0,0,0,0,0,0,0,number
usa,1990,0,0,0,0,0,0,0,number
uzb,1990,0,0,0,0,0,0,0,number
ven,1990,0,0,0,0,0,0,0,number
vnm,1990,0,0,0,0,0,0,0,number
zaf,1990,0,0,0,0,0,0,0,number
alb,1991,0,0,0,0,0,0,0,number
are,1991,0,0,0,0,0,0,0,number
arg,1991,0,0,0,0,0,0,0,number
aus,1991,0,0,0,0,0,0,0,number
aut,1991,0,0,0,0,0,0,0,number
bel,1991,0,0,0,0,0,0,0,number
bgr,1991,0,0,0,0,0,0,0,number
bih,1991,0,0,0,0,0,0,0,number
blr,1991,0,0,0,0,0,0,0,number
bra,1991,0,0,0,0,0,0,0,number
can,1991,0,0,0,0,0,0,0,number
che,1991,0,0,0,0,0,0,0,number
chl,1991,0,0,0,0,0,0,0,number
chn,1991,0,0,0,0,0,0,0,number
col,1991,0,0,0,0,0,0,0,number
cub,1991,0,0,0,0,0,0,0,number
cze,1991,0,0,0,0,0,0,0,number
deu,1991,0,0,0,0,0,0,0,number
dnk,1991,0,0,0,0,0,0,0,number
dom,1991,0,0,0,0,0,0,0,number
dza,1991,0,0,0,0,0,0,0,number
ecu,1991,0,0,0,0,0,0,0,number
egy,1991,0,0,0,0,0,0,0,number
esp,1991,0,0,0,0,0,0,0,number
est,1991,0,0,0,0,0,0,0,number
fin,1991,0,0,0,0,0,0,0,number
fra,1991,0,0,0,0,0,0,0,number
gbr,1991,0,0,0,0,0,0,0,number
gha,1991,0,0,0,0,0,0,0,number
grc,1991,0,0,0,0,0,0,0,number
gtm,1991,0,0,0,0,0,0,0,number
hrv,1991,0,0,0,0,0,0,0,number
hun,1991,0,0,0,0,0,0,0,number
idn,1991,0,0,0,0,0,0,0,number
ind,1991,0,0,0,0,0,0,0,number
irl,1991,0,0,0,0,0,0,0,number
irn,1991,0,0,0,0,0,0,0,number
isr,1991,0,0,0,0,0,0,0,number
ita,1991,0,0,0,0,0,0,0,number
jor,1991,0,0,0,0,0,0,0,number
jpn,1991,0,0,0,0,0,0,0,number
kaz,1991,0,0,0,0,0,0,0,number
ken,1991,0,0,0,0,0,0,0,number
kor,1991,0,0,0,0,0,0,0,number
lby,1991,0,0,0,0,0,0,0,number
lka,1991,0,0,0,0,0,0,0,number
lux,1991,0,0,0,0,0,0,0,number
lva,1991,0,0,0,0,0,0,0,number
mar,1991,0,0,0,0,0,0,0,number
mda,1991,0,0,0,0,0,0,0,number
mex,1991,0,0,0,0,0,0,0,number
mkd,1991,0,0,0,0,0,0,0,number
mmr,1991,0,0,0,0,0,0,0,number
mys,1991,0,0,0,0,0,0,0,number
nld,1991,0,0,0,0,0,0,0,number
nor,1991,0,0,0,0,0,0,0,number
nzl,1991,0,0,0,0,0,0,0,number
pak,1991,0,0,0,0,0,0,0,number
per,1991,0,0,0,0,0,0,0,number
phl,1991,0,0,0,0,0,0,0,number
pol,1991,0,0,0,0,0,0,0,number
prk,1991,0,0,0,0,0,0,0,number
prt,1991,0,0,0,0,0,0,0,number
pry,1991,0,0,0,0,0,0,0,number
qat,1991,0,0,0,0,0,0,0,number
rom,1991,0,0,0,0,0,0,0,number
rus,1991,0,0,0,0,0,0,0,number
sau,1991,0,0,0,0,0,0,0,number
sgp,1991,0,0,0,0,0,0,0,number
slv,1991,0,0,0,0,0,0,0,number
svk,1991,0,0,0,0,0,0,0,number
svn,1991,0,0,0,0,0,0,0,number
swe,1991,0,0,0,0,0,0,0,number
syr,1991,0,0,0,0,0,0,0,number
tha,1991,0,0,0,0,0,0,0,number
tto,1991,0,0,0,0,0,0,0,number
tun,1991,0,0,0,0,0,0,0,number
tur,1991,0,0,0,0,0,0,0,number
twn,1991,0,0,0,0,0,0,0,number
ukr,1991,0,0,0,0,0,0,0,number
ury,1991,0,0,0,0,0,0,0,number
usa,1991,0,0,0,0,0,0,0,number
uzb,1991,0,0,0,0,0,0,0,number
ven,1991,0,0,0,0,0,0,0,number
vnm,1991,0,0,0,0,0,0,0,number
zaf,1991,0,0,0,0,0,0,0,number
alb,1992,0,0,0,0,0,0,0,number
are,1992,0,0,0,0,0,0,0,number
arg,1992,0,0,0,0,0,0,0,number
aus,1992,0,0,0,0,0,0,0,number
aut,1992,0,0,0,0,0,0,0,number
bel,1992,0,0,0,0,0,0,0,number
bgr,1992,0,0,0,0,0,0,0,number
bih,1992,0,0,0,0,0,0,0,number
blr,1992,0,0,0,0,0,0,0,number
bra,1992,0,0,0,0,0,0,0,number
can,1992,0,0,0,0,0,0,0,number
che,1992,0,0,0,0,0,0,0,number
chl,1992,0,0,0,0,0,0,0,number
chn,1992,0,0,0,0,0,0,0,number
col,1992,0,0,0,0,0,0,0,number
cub,1992,0,0,0,0,0,0,0,number
cze,1992,0,0,0,0,0,0,0,number
deu,1992,0,0,0,0,0,0,0,number
dnk,1992,0,0,0,0,0,0,0,number
dom,1992,0,0,0,0,0,0,0,number
dza,1992,0,0,0,0,0,0,0,number
ecu,1992,0,0,0,0,0,0,0,number
egy,1992,0,0,0,0,0,0,0,number
esp,1992,0,0,0,0,0,0,0,number
est,1992,0,0,0,0,0,0,0,number
fin,1992,0,0,0,0,0,0,0,number
fra,1992,0,0,0,0,0,0,0,number
gbr,1992,0,0,0,0,0,0,0,number
gha,1992,0,0,0,0,0,0,0,number
grc,1992,0,0,0,0,0,0,0,number
gtm,1992,0,0,0,0,0,0,0,number
hrv,1992,0,0,0,0,0,0,0,number
hun,1992,0,0,0,0,0,0,0,number
idn,1992,0,0,0,0,0,0,0,number
ind,1992,0,0,0,0,0,0,0,number
irl,1992,0,0,0,0,0,0,0,number
irn,1992,0,0,0,0,0,0,0,number
isr,1992,0,0,0,0,0,0,0,number
ita,1992,0,0,0,0,0,0,0,number
jor,1992,0,0,0,0,0,0,0,number
jpn,1992,0,0,0,0,0,0,0,number
kaz,1992,0,0,0,0,0,0,0,number
ken,1992,0,0,0,0,0,0,0,number
kor,1992,0,0,0,0,0,0,0,number
lby,1992,0,0,0,0,0,0,0,number
lka,1992,0,0,0,0,0,0,0,number
lux,1992,0,0,0,0,0,0,0,number
lva,1992,0,0,0,0,0,0,0,number
mar,1992,0,0,0,0,0,0,0,number
mda,1992,0,0,0,0,0,0,0,number
mex,1992,0,0,0,0,0,0,0,number
mkd,1992,0,0,0,0,0,0,0,number
mmr,1992,0,0,0,0,0,0,0,number
mys,1992,0,0,0,0,0,0,0,number
nld,1992,0,0,0,0,0,0,0,number
nor,1992,0,0,0,0,0,0,0,number
nzl,1992,0,0,0,0,0,0,0,number
pak,1992,0,0,0,0,0,0,0,number
per,1992,0,0,0,0,0,0,0,number
phl,1992,0,0,0,0,0,0,0,number
pol,1992,0,0,0,0,0,0,0,number
prk,1992,0,0,0,0,0,0,0,number
prt,1992,0,0,0,0,0,0,0,number
pry,1992,0,0,0,0,0,0,0,number
qat,1992,0,0,0,0,0,0,0,number
rom,1992,0,0,0,0,0,0,0,number
rus,1992,0,0,0,0,0,0,0,number
sau,1992,0,0,0,0,0,0,0,number
sgp,1992,0,0,0,0,0,0,0,number
slv,1992,0,0,0,0,0,0,0,number
